InstitutionName,ServiceCenterLatitude,ServiceCenterLongitude,ServiceAreaMinLatitude,ServiceAreaMaxLatitude,ServiceAreaMinLongitude,ServiceAreaMaxLongitude,ServiceAreaKmSquared,DistrictsServed,DistrictsServedList,TotalRecords,InstitutionType,IsDistrictLevel,IsCityWide,IsUtilityCompany,ServiceAreaCoverage,WorkloadCategory,PerformanceRanking,EfficiencyScore,TerritorySizeCategory
XIII. Kerületi Rendőrkapitányság,47.527,19.054,47.510000000000005,47.547999999999995,19.035,19.074,4.138199999999999,1,['XIII. kerület'],3,Law Enforcement,1,0,0,1.0,Low,62,26.9,Medium
XIII. kerÃžlet ÃnkormÃĄnyzata,47.533,19.067,47.504000000000005,47.547999999999995,19.046,19.079,3.7752,1,['Unknown'],5,Other Municipal,0,0,0,1.0,Low,47,32.1,Medium
XIII. kerület Közterület-felügyelet,47.53,19.067,47.502,47.564,19.037999999999997,19.107000000000003,24.901800000000005,2,"['XIII. kerület', 'IV. kerület']",103,Local Government,1,0,0,1.0,Medium,80,21.1,Large
XIII. kerület Önkormányzata,47.531,19.069,47.4448,47.5792,19.0338,19.1922,178.8864,5,"['XIII. kerület', 'IV. kerület', 'XIV. kerület', 'Unknown', 'XVIII. kerület']",509,Local Government,1,0,0,1.0,Very High,114,15.7,Large
XIV. Kerületi Rendőrkapitányság,47.521,19.117,47.501000000000005,47.54,19.090999999999998,19.154,9.885699999999998,1,['XIV. kerület'],4,Law Enforcement,1,0,0,1.0,Low,999,,Medium
XIV. kerÃžlet ZuglÃģ ÃnkormÃĄnyzata,47.507,19.107,47.497,47.516999999999996,19.096999999999998,19.117,0.0,1,['Unknown'],1,Other Municipal,0,0,0,1.0,Low,999,,Small
XIV. kerÃžlet ZuglÃģi VÃĄrosgazdÃĄlkodÃĄsi KÃķzszolgÃĄltatÃģ Zrt.,47.52,19.12,47.507000000000005,47.537,19.104999999999997,19.143,2.178,1,['Unknown'],6,Other Municipal,0,0,1,1.0,Low,54,29.2,Medium
XIV. kerÃžlet ZuglÃģi ÃnkormÃĄnyzati RendÃĐszet,47.513,19.147,47.503,47.522999999999996,19.136999999999997,19.157,0.0,1,['Unknown'],1,Other Municipal,0,0,0,1.0,Low,999,,Small
XIV. kerület Zugló Önkormányzata,47.515,19.121,47.49,47.546,19.070999999999998,19.161,30.492,1,['XIV. kerület'],71,Local Government,1,0,0,1.0,Medium,148,7.0,Large
XIV. kerület Zuglói Közbiztonsági NKft.,47.504,19.135,47.494,47.513999999999996,19.125,19.145000000000003,0.0,1,['XIV. kerület'],1,Law Enforcement,1,0,1,1.0,Low,999,,Small
XIV. kerület Zuglói Városgazdálkodási Közszolgáltató Zrt.,47.515,19.12,47.49,47.553,19.0582,19.2598,87.4104,5,"['XIV. kerület', 'X. kerület', 'XIII. kerület', 'XV. kerület', 'XVI. kerület']",814,Utilities,1,0,1,1.0,Very High,113,16.1,Large
XIV. kerület Zuglói Önkormányzati Rendészet,47.517,19.117,47.49,47.547,19.076999999999998,19.164,29.9959,3,"['XIV. kerület', 'VIII. kerület', 'XIII. kerület']",274,Law Enforcement,1,0,0,1.0,High,102,17.6,Large
XIV. kerĂĽlet ZuglĂłi VĂˇrosgazdĂˇlkodĂˇsi KĂ¶zszolgĂˇltatĂł Zrt.,47.517,19.1,47.507000000000005,47.527,19.09,19.110000000000003,0.0,1,['Unknown'],1,Other Municipal,0,0,1,1.0,Low,999,,Small
XIX. kerület Kispest Önkormányzata,47.454,19.146,47.441,47.472,19.118,19.164,3.4605999999999995,1,['XIX. kerület'],5,Local Government,1,0,0,1.0,Low,140,9.5,Medium
XIX. kerület Kispesti Rendészeti Központ,47.452,19.141,47.418,47.475,19.110999999999997,19.174000000000003,19.251099999999997,2,"['XIX. kerület', 'XX. kerület']",84,Law Enforcement,1,0,0,1.0,Medium,107,16.7,Large
XIX. kerület Közpark NKft.,47.454,19.144,47.422000000000004,47.483,19.067,19.172,42.1685,2,"['XIX. kerület', 'XXI. kerület']",128,Parks & Environment,1,0,1,1.0,Medium,92,19.9,Large
XV. KerÃžleti RendÅrkapitÃĄnysÃĄg,47.54,19.145,47.53,47.55,19.134999999999998,19.155,0.0,1,['Unknown'],1,Other Municipal,0,0,0,1.0,Low,999,,Small
XV. Kerületi Rendőrkapitányság,47.558,19.121,47.532000000000004,47.573,19.105999999999998,19.145000000000003,4.8279,1,['XV. kerület'],4,Law Enforcement,1,0,0,1.0,Low,999,,Medium
XV. kerület Palota Holding Zrt.,47.547,19.132,47.516000000000005,47.592,19.095,19.161,31.169600000000003,2,"['XV. kerület', 'XIV. kerület']",134,Local Government,1,0,1,1.0,Medium,48,30.7,Large
XV. kerület Önkormányzati Rendészet,47.546,19.132,47.524,47.594,19.096999999999998,19.158,24.805000000000003,1,['XV. kerület'],129,Law Enforcement,1,0,0,1.0,Medium,111,16.5,Large
XV. kerület Újpalota Önkormányzata,47.549,19.135,47.524,47.608999999999995,19.104999999999997,19.158,25.954500000000003,1,['XV. kerület'],25,Local Government,1,0,0,1.0,Low,132,11.2,Large
XVI. Kerületi Rendőrkapitányság,47.504,19.184,47.494,47.513999999999996,19.174,19.194000000000003,0.0,1,['XVI. kerület'],2,Law Enforcement,1,0,0,1.0,Low,999,,Small
XVI. kerület Közterület-felügyeleti Csoport,47.52,19.178,47.495000000000005,47.549,19.134999999999998,19.242,35.7918,3,"['XVI. kerület', 'XIV. kerület', 'V. kerület']",36,Local Government,1,0,0,1.0,Low,108,16.6,Large
XVI. kerületi Önkormányzat,47.517,19.185,47.489000000000004,47.547999999999995,19.136999999999997,19.246000000000002,41.9991,1,['XVI. kerület'],168,Local Government,1,0,0,1.0,Medium,111,16.5,Large
XVII. kerület Rákosmente Önkormányzata,47.48,19.256,47.440000000000005,47.510999999999996,19.209999999999997,19.319000000000003,54.921899999999994,1,['XVII. kerület'],197,Local Government,1,0,0,1.0,Medium,94,19.1,Large
XVIII. kerület Közterület-felügyeleti Csoport,47.436,19.185,47.389,47.498999999999995,19.0475,19.2455,179.685,1,['XVIII. kerület'],45,Local Government,1,0,0,1.0,Low,142,8.4,Large
XVIII. kerület Pestszentlőrinc-Pestszentimre Önkormányzata,47.439,19.18,47.394000000000005,47.464999999999996,19.157,19.232000000000003,33.9405,1,['XVIII. kerület'],16,Local Government,1,0,0,1.0,Low,99,17.9,Large
XVIII. kerület Pestszentlőrinc-Pestszentimrei Fenntartható Fejlődés Főosztály,47.421,19.191,47.38,47.467,19.154999999999998,19.217000000000002,34.049400000000006,1,['XVIII. kerület'],9,Local Government,1,0,0,1.0,Low,44,34.2,Large
XVIII. kerület Városgazda NZrt.,47.437,19.185,47.382000000000005,47.472,19.151,19.234,53.36100000000001,1,['XVIII. kerület'],100,Local Government,1,0,1,1.0,Medium,83,20.7,Large
XVIII. kerรผlet Vรกrosgazda NZrt.,47.438,19.194,47.428000000000004,47.448,19.183999999999997,19.204,0.0,1,['Unknown'],4,Other Municipal,0,0,1,1.0,Low,14,56.7,Small
XX. kerület Pesterzsébet Önkormányzata,47.437,19.11,47.411,47.461999999999996,19.078999999999997,19.169,26.257,4,"['XXIII. kerület', 'XX. kerület', 'XIX. kerület', 'Unknown']",329,Local Government,1,0,0,1.0,High,105,16.9,Large
XX. kerület Rendvédelmi Osztály,47.436,19.11,47.412,47.461999999999996,19.084,19.143,14.157,2,"['XX. kerület', 'IX. kerület']",98,Local Government,1,0,0,1.0,Medium,77,21.9,Large
XX. kerรผlet Rendvรฉdelmi Osztรกly,47.431,19.094,47.421,47.440999999999995,19.084,19.104000000000003,0.0,1,['Unknown'],1,Other Municipal,0,0,0,1.0,Low,999,,Small
XX. és XXIII. Kerületi Rendőrkapitányság,47.435,19.126,47.413000000000004,47.455,19.104999999999997,19.142000000000003,4.525399999999999,2,"['XX. kerület', 'XXIII. kerület']",3,Law Enforcement,1,0,0,1.0,Low,999,,Medium
XXI. kerület Csepel Városrendészeti Igazgatóság,47.423,19.074,47.387,47.457,19.041999999999998,19.116000000000003,32.67,1,['XXI. kerület'],60,Law Enforcement,1,0,0,1.0,Medium,119,14.9,Large
XXI. kerület Csepel Önkormányzata,47.4,19.075,47.378,47.439,19.037999999999997,19.113000000000003,27.2855,1,['XXI. kerület'],9,Local Government,1,0,0,1.0,Low,108,16.6,Large
XXI. kerület Csepeli Városfejlesztési NKft.,47.419,19.077,47.384,47.443,19.048,19.107000000000003,18.4041,1,['XXI. kerület'],4,Local Government,1,0,1,1.0,Low,45,33.9,Large
XXI. kerület Csepeli Városgazda NZrt.,47.422,19.073,47.378,47.469,19.041999999999998,19.117,47.250499999999995,1,['XXI. kerület'],123,Local Government,1,0,1,1.0,Medium,108,16.6,Large
XXII. kerÃžlet KÃķzterÃžlet-felÃžgyeleti Csoport,47.397,18.997,47.387,47.407,18.987,19.007,0.0,1,['Unknown'],1,Other Municipal,0,0,0,1.0,Low,999,,Small
XXII. kerület Budafok-Tétény Önkormányzata,47.419,19.02,47.379000000000005,47.455999999999996,18.947999999999997,19.053,58.624500000000005,1,['XXII. kerület'],96,Local Government,1,0,0,1.0,Medium,133,10.8,Large
XXII. kerület Közterület-felügyeleti Csoport,47.41,19.011,47.378,47.446999999999996,18.962999999999997,19.052000000000003,40.91010000000001,1,['XXII. kerület'],61,Local Government,1,0,0,1.0,Medium,68,26.0,Large
XXIII. kerület Soroksár Rendészeti Osztály,47.409,19.121,47.386,47.431,19.099,19.149,9.075000000000001,2,"['XXIII. kerület', 'XX. kerület']",33,Law Enforcement,1,0,0,1.0,Low,53,29.6,Medium
XXIII. kerület Soroksár Önkormányzata,47.408,19.122,47.368,47.436,19.084999999999997,19.184,45.8832,2,"['XXIII. kerület', 'XX. kerület']",38,Local Government,1,0,0,1.0,Low,100,17.7,Large
dm Drogerie Markt,47.439,19.101,47.429,47.449,19.090999999999998,19.111,0.0,1,['XX. kerület'],1,Other Municipal,0,0,0,1.0,Low,999,,Small
Árkád Budapest,47.503,19.137,47.493,47.513,19.127,19.149,0.0,1,['X. kerület'],3,Other Municipal,0,1,0,1.0,Low,999,,Small
Építésügyi és Közlekedési Minisztérium,47.473,19.069,47.454,47.501999999999995,19.054,19.081000000000003,2.3716000000000004,2,"['IX. kerület', 'VIII. kerület']",3,Roads & Traffic,0,0,0,1.0,Low,999,,Medium
Észak-Budapesti Tankerületi Központ,47.555,19.055,47.528,47.608999999999995,19.034,19.111,42.0717,2,"['IV. kerület', 'III. kerület']",7,Local Government,1,1,0,1.0,Low,144,7.7,Large
Újbuda Center,47.458,19.052,47.448,47.467999999999996,19.041999999999998,19.062,0.0,1,['XI. kerület'],1,Other Municipal,0,0,0,1.0,Low,999,,Small
