url,title,address,latitude,longitude,category,status,is_solved
https://jarokelo.hu/bejelentesek/budapest/164167/sullyedt-repedezett-ut,"Süllyedt, repedezett út","III. kerület, Óbuda-Békásmegyer,  Királyok útja 121",47.58536224259253,19.067671299924356,Kátyú,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/164170/rossz-minosegu-ut,Rossz minőségű út,"III. kerület, Óbuda-Békásmegyer,  Királyok útja 168",47.588081288204194,19.06534582469429,Kátyú,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/164171/lakoautok-zoldteruleten,Lakóautók zöldterületen,"III. kerület, Óbuda-Békásmegyer,  Királyok útja 158",47.58743184172414,19.0651909271367,Parkolás,Megoldatlan,False
https://jarokelo.hu/bejelentesek/budapest/164172/zsakos-hulladek,Zsákos hulladék,"III. kerület, Óbuda-Békásmegyer,  Gyűrű u. 10",47.599202803409675,19.060198582930038,Köztisztaság,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/163182/kitakart-kozvilagitas,Kitakart közvilágítás,"XI. kerület, Újbuda,  Budaörsi út 127b",47.4658099,19.012897,Parkok és zöldterületek,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/163103/nagyon-rossz-allapotu-ut,Nagyon rossz állapotú út,"XIII. kerület,  Göncz Árpád városközpont",47.53273418377995,19.066320104762113,Kátyú,Megoldatlan,False
https://jarokelo.hu/bejelentesek/budapest/163104/repedezett-ut,Repedezett út,"III. kerület, Óbuda-Békásmegyer,  Pacsirtamező u.",47.5399502992459,19.04097859403197,Kátyú,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/163105/repedezett-katyus-ut,"Repedezett, kátyús út","III. kerület, Óbuda-Békásmegyer,  Királyok útja 114",47.584538521344484,19.064932482407645,Kátyú,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/163106/uthiba-hetek-ota-nincs-javitva,Úthiba hetek óta nincs javítva,"III. kerület, Óbuda-Békásmegyer,  Királyok útja 211",47.590625800651154,19.06572005432642,Kátyú,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/163107/hulladek,Hulladék,"III. kerület, Óbuda-Békásmegyer,  Mozaik u. 22",47.553378880416254,19.04793902758672,Köztisztaság,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/163108/beszakadt-ut,Beszakadt út,"III. kerület, Óbuda-Békásmegyer,  Bogdáni út 1",47.55006944583467,19.047789736563164,Kátyú,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/163110/sullyedo-egyenelten-ut,"Süllyedő, egyenelten út","II. kerület,  Árpád fejedelem útja",47.51681096808991,19.038926242560287,Kátyú,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/167612/jardahiba-parkolo-reszen,Járdahiba (parkoló részen),"XIII. kerület,  Váci út 104",47.53002494146384,19.06539206047434,Járda,Megoldásra vár,False
https://jarokelo.hu/bejelentesek/budapest/167613/firkalt-szekreny,Firkált szekrény,"XIII. kerület,  Zsilip u. 2",47.530695021101145,19.065579815115406,Graffiti,Válaszra vár,False
https://jarokelo.hu/bejelentesek/budapest/167615/fedlaphibak-jarda-sullyedes,"Fedlaphibák, járda süllyedés","XIII. kerület,  Zsilip u. 2",47.53068596602823,19.065587861741797,Közművek,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/167618/rozsdas-korlat,Rozsdás korlát,"XIII. kerület,  Váci út 112",47.531198480707054,19.06589095136876,Egyéb,Megoldatlan,False
https://jarokelo.hu/bejelentesek/budapest/167620/megdolt-tabla,Megdőlt tábla,"VII. kerület, Erzsébetváros,  Király u. 65",47.5036470016193,19.066343187151496,Forgalomtechnika,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/167621/fedlap-es-jardahibak,Fedlap és járdahibák,"VI. kerület, Terézváros,  Király u. 80",47.50449136271229,19.06755286334924,Közművek,Válaszra vár,False
https://jarokelo.hu/bejelentesek/budapest/167623/elfordult-tabla,Elfordult tábla,"III. kerület, Óbuda-Békásmegyer,  Vörösvári út 52-54",47.54358678888695,19.036307347260152,Forgalomtechnika,Megerősítésre vár,False
https://jarokelo.hu/bejelentesek/budapest/167624/minosithetetlen-allapotu-fizetos-parkolo,Minősíthetetlen állapotú fizetős parkoló,"III. kerület, Óbuda-Békásmegyer,  Törzs u. 3",47.54321018913516,19.036061925121995,Kátyú,Megoldásra vár,False
https://jarokelo.hu/bejelentesek/budapest/167625/firkas-epulet,Firkás épület,"II. kerület,  Széll Kálmán tér",47.50712493260416,19.025152444152415,Graffiti,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/167626/jardaszegely-eldobva,Járdaszegély eldobva,"II. kerület,  Széna tér",47.50788660281041,19.026742361829022,Járda,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/167629/lefagyott-kozlekedesi-lampa,Lefagyott közlekedési lámpa,"XIV. kerület, Zugló,  Rákospatak u. 33",47.52538,19.11571,Forgalomtechnika,Megoldott,False
https://jarokelo.hu/bejelentesek/budapest/167484/kijart-mocsaras-terulet,Kijárt mocsaras terület,"III. kerület, Óbuda-Békásmegyer,  Királyok útja 267",47.59489229669863,19.066882107548494,Parkok és zöldterületek,Megoldásra vár,False
https://jarokelo.hu/bejelentesek/budapest/167485/betontomb-a-fuben,Betontömb a fűben,"III. kerület, Óbuda-Békásmegyer,  Királyok útja 178",47.590056814352565,19.06510372176192,Parkok és zöldterületek,Megerősítésre vár,False
